inn;region;okved;okved_group
0274992798;bashkortostan;87.90;87
0275027208;bashkortostan;94.99;94
7736528307;moscow city;71.11.10;71
3663114287;voronezh;28.92;28
5260065200;nizhni novgorod;55.10;55
5016020690;moscow reg.;13.99.90;13
0105041117;adygeya;71.12;71
7604392811;yaroslavl;41.20;41
9724118050;moscow city;43.99;43
5320019909;novgorod;25.90;25
6142027087;rostov;42.12;42
2304082560;krasnodar;56.10.10;56
2287006573;altai terr.;01.11;01
7627058926;yaroslavl;25.12;25
0100002530;adygeya;71.20;71
3917043307;kaliningrad;49.42;49
8603095511;khanty-mansijsk;52.21.10;52
7751211833;yakutia;70.22;70
2466272042;krasnoyarsk;56.10;56
6234146768;ryazan;46.34;46
9731078337;moscow city;68.20;68
5501284497;omsk;56.10;56
6726014685;smolensk;25.30.10;25
1435260951;yakutia;45.20;45
0800004702;kalmykia;43.99.70;43
7814769486;nizhni novgorod;27.11;27
3801074120;irkutsk;42.21;42
5116001764;murmansk;52.21;52
3528343114;vologda;62.01;62
6164137140;volgograd;73.11;73
1001206158;karelia;69.10;69
5402001596;novosibirsk;45.20;45
6516007843;sakhalin;47.25;47
9729385115;moscow city;45.32.10;45
0300022090;buryatia;49.41;49
5835118971;penza;43.21;43
2502069916;primorsky terr.;68.32.10;68
2310022858;krasnodar;86.23;86
5905033450;perm;25.11;25
7536172371;zabaikalsk terr.;69.20;69
5311008298;novgorod;20.14.70;20
8603222833;khanty-mansijsk;73.11;73
2001004001;chechnya;47.52.70;47
9727030491;moscow city;42.11;42
7743363409;moscow city;47.59;47
5190179240;murmansk;93.10;93
0725027031;kabardino-balkaria;71.12.40;71
3525482053;vologda;93.19;93
1101006480;komi;68.32;68
1433026748;yakutia;52.21;52
6037010670;pskov;56.10;56
2130226644;chuvashia;73.11;73
0300010761;buryatia;79.11;79
0572028959;dagestan;42.21;42
6732172560;smolensk;45.31;45
7731333720;moscow city;49.41;49
6027170272;pskov;47.76.10;47
7300035053;ulyanovsk;45.31;45
5027257387;moscow reg.;46.71;46
9200005490;sevastopol;49.41;49
5190099957;murmansk;93.19;93
2130185050;chuvashia;69.10;69
7734654507;moscow city;70.22;70
3200004382;bryansk;47.91.20;47
4632046991;kursk;43.99;43
1655466852;tatarstan;46.75;46
3015076456;astrakhan;73.11;73
6167141610;rostov;49.41;49
2904007691;arkhangelsk;62.01;62
7715868542;moscow city;71.10;71
1515913564;north ossetia;62.09;62
0725990690;kabardino-balkaria;93.10;93
8904057358;yamal-nenets ao;69.10;69
1101040410;komi;42.22;42
4632236174;kursk;56.10;56
0300025461;buryatia;68.32;68
5190180809;murmansk;42.91.50;42
3661179730;voronezh;62.01;62
5919007555;perm;46.73.10;46
9202003040;sevastopol;68.32;68
9704198226;moscow city;41.20;41
3811137770;irkutsk;68.20.20;68
6513001642;sakhalin;42.11;42
5190191952;murmansk;43.91;43
5031112970;moscow reg.;43.29;43
7816750280;sankt-petersburg;86.10;86
1701049888;tuva;47.73;47
4909132361;magadan;46.73;46
0264067336;bashkortostan;52.29;52
3525398250;vologda;42.12;42
6234011993;ryazan;71.20.40;71
5190193170;murmansk;46.90;46
3525440624;vologda;96.04;96
6382083712;samara;71.11.10;71
4632217005;kursk;56.10;56
6320063064;samara;41.20;41
7536164998;zabaikalsk terr.;56.30;56
1841107064;udmurtia;42.99;42
4345384965;kirov;56.10;56
3448055946;volgograd;25.11;25
6025010971;pskov;68.20;68
5044106701;moscow reg.;47.73;47
9310004971;donetsk;52.21;52
6829093840;tambov;41.20;41
7203580007;tyumen;25.11;25
7621009680;yaroslavl;45.20.10;45
8901033736;yamal-nenets ao;91.02;91
3010053448;astrakhan;93.29.90;93
7415112473;chelyabinsk;01.13.40;01
2225996497;altai terr.;70.22;70
2536320623;primorsky terr.;46.73.20;46
6501175958;sakhalin;94.99;94
6619018903;sverdlovsk;49.41;49
5321161217;novgorod;73.11;73
9724011229;moscow city;58.21;58
5032330988;moscow reg.;33.12;33
3906988113;kaliningrad;52.29;52
6685136297;sverdlovsk;62.01;62
7017472188;tomsk;46.71.20;46
2700015084;khabarovsk;46.38;46
6375193898;samara;47.73;47
5190036925;murmansk;56.10;56
1633008873;tatarstan;77.12;77
5501248890;omsk;43.21;43
6167103205;rostov;80.10;80
2310228432;krasnodar;63.11.10;63
4632163906;kursk;25.10;25
7014066815;tomsk;49.42;49
7612004766;yaroslavl;68.32.20;68
7100003463;tula;42.11;42
3123358627;belgorod;43.21;43
6658542638;sverdlovsk;62.01;62
7525004576;zabaikalsk terr.;01.11.10;01
3013001818;astrakhan;52.21.24;52
7116160165;moscow city;52.29;52
7327092683;ulyanovsk;73.20;73
7814779580;adygeya;52.29;52
7203221625;tyumen;63.11.10;63
3666231020;voronezh;45.31;45
2536199328;primorsky terr.;10.91.30;10
6012007562;pskov;01.70;01
4704470112;leningrad;93.29.90;93
3100022268;belgorod;49.41.20;49
3525483353;vologda;86.10;86
5904210498;perm;69;69
7608006295;yaroslavl;64.99;64
1513043347;north ossetia;71.11.10;71
7500021428;zabaikalsk terr.;45.31.10;45
9105018604;crimea;43.21;43
6155080497;rostov;46.73;46
7328100707;ulyanovsk;69.10;69
6901084776;tver;45.11.20;45
0258010821;bashkortostan;71.12;71
4230033512;kemerovo;93.13;93
2925004437;arkhangelsk;69.10;69
7813678902;sankt-petersburg;68.10;68
3808280121;irkutsk;68.31;68
1200003233;marij el;49.41;49
2463026698;krasnoyarsk;94.99;94
1435304260;yakutia;69.10;69
2207010658;altai terr.;95.29;95
5507250053;omsk;71.11.10;71
5410786330;novosibirsk;73.11;73
1603007921;tatarstan;47.19;47
7017451935;tomsk;25.11;25
9204567193;sevastopol;47.91.20;47
7813194098;sankt-petersburg;68.32.10;68
6623127687;sverdlovsk;79.11;79
6449062726;saratov;86.10;86
8617025120;khanty-mansijsk;52.21.24;52
5013044043;moscow reg.;25.62;25
4205272732;kemerovo;43.32;43
7451465587;chelyabinsk;56.10;56
7725306260;moscow city;18.12;18
1001046000;karelia;69.10;69
3906253447;kaliningrad;70.22;70
7100028394;tula;46.73;46
4909124096;magadan;68.32.10;68
7901546863;jewish ao;43.11;43
6672326710;sverdlovsk;43.21;43
2540284390;primorsky terr.;62.09;62
3666133104;voronezh;68.31.10;68
2461046265;krasnoyarsk;41.20;41
6009006784;pskov;49.41.10;49
7842164563;sankt-petersburg;46.75;46
7716832620;moscow city;47.51;47
2006008306;chechnya;68.10.23;68
7734634290;moscow city;47.64;47
9200014416;sevastopol;47.78.90;47
5951003146;perm;46.66;46
1833028891;udmurtia;60.10;60
7709903870;moscow city;52.29;52
5036138770;moscow reg.;46.73;46
7842122073;sankt-petersburg;47.11;47
7734452885;moscow city;81.10;81
6452943724;saratov;01.61;01
2801251779;amur;46.75.10;46
5406532816;novosibirsk;52.29;52
6212002956;ryazan;01.50;01
0107037275;adygeya;68.20;68
4632251253;kursk;62.02;62
5834114332;penza;69.10;69
7519004899;zabaikalsk terr.;45.32;45
4909089540;magadan;71.20;71
5834121114;penza;43.39;43
4105037816;kamchatka;45.20;45
4101110649;kamchatka;68.10.12;68
0541025161;dagestan;94.10;94
7017090206;tomsk;52.21.24;52
7203411721;tyumen;38.32;38
0278059448;bashkortostan;62.01;62
7602151987;yaroslavl;42.21;42
5029288038;moscow reg.;46.90;46
5805006572;penza;49.41.20;49
7736353752;moscow city;94.12;94
6449097380;saratov;46.45;46
1101170956;komi;56.10;56
9202500806;sevastopol;56.10;56
1832153628;udmurtia;56.10;56
5404095617;novosibirsk;43.99;43
0542032838;dagestan;71.10;71
6501090976;sakhalin;47.61;47
1435245939;yakutia;71.11;71
2634070675;stavropol;47.71;47
7017356086;tomsk;73.11;73
2465094816;krasnoyarsk;68.20;68
2209053664;altai terr.;87.90;87
7203528423;tyumen;86.10;86
4312149941;kirov;25.99.29;25
3017019051;astrakhan;70.22;70
0726013747;kabardino-balkaria;47.11;47
7100050199;tula;86.23;86
1511027861;north ossetia;73.20;73
5029272158;moscow reg.;46.52;46
2703105434;khabarovsk;56.29;56
2225231240;altai terr.;56.10;56
4443014539;kostroma;70.22;70
1650405486;tatarstan;73.11;73
4414005610;kostroma;68.32.20;68
9002001687;zaporizhzhia;47.71;47
1901114358;khakasia;47.91.20;47
2221258682;altai terr.;47.91;47
1903024406;khakasia;62.01;62
3328019840;vladimir;41.20;41
5190926170;murmansk;45.30;45
5252016262;nizhni novgorod;60.10;60
9204508046;sevastopol;68.32;68
9102210701;crimea;41.20;41
2706034397;khabarovsk;68.20;68
6658475565;sverdlovsk;42.21;42
7430022680;chelyabinsk;93.19;93
5047298110;moscow reg.;69.20;69
3528267008;vologda;46.72;46
0900002804;karachaevo-chercessia;56.10.10;56
7611009049;yaroslavl;52.21.24;52
0309015796;buryatia;47.25;47
6319225289;samara;46.43.10;46
3706028677;ivanovo;25.11;25
1700009402;tuva;52.21.24;52
2302058674;krasnodar;66.19.40;66
3025035748;astrakhan;52.29;52
3300007852;vladimir;47.29.30;47
5031111133;moscow reg.;46.43;46
7736363623;moscow city;80.10;80
3662307180;voronezh;46.90;46
6607005628;sverdlovsk;01.10;01
1805880180;udmurtia;68.32.20;68
6219008724;ryazan;68.32.20;68
1001291788;karelia;93.29.20;93
5238006713;nizhni novgorod;52.21.22;52
7017413418;tomsk;46.31;46
5835141466;penza;70.10.20;70
6952034847;tver;45.20;45
8901026915;yamal-nenets ao;46.73.60;46
9107001067;crimea;69.10;69
5192110050;murmansk;93.10;93
5032095822;lipetzk;70.22;70
6318166009;samara;68.20.20;68
4252007562;kemerovo;49.40;49
5905995200;perm;94.92;94
9204005035;sevastopol;86.21;86
0542021000;dagestan;46.71;46
3334023919;vladimir;69.20;69
6731064466;smolensk;43.21;43
3666103780;voronezh;85.42.90;85
0570006861;dagestan;46.44.20;46
5074016090;moscow reg.;68.32;68
1326233651;mordovia;94.92;94
3906404424;kaliningrad;94.99;94
9200008451;sevastopol;42.11;42
4246022386;kemerovo;49.41;49
3326013018;vladimir;49.39;49
6825008393;tambov;49.41;49
9102043810;crimea;41.20;41
5505072447;omsk;25.99;25
6234186048;ryazan;86.23;86
3904094569;kaliningrad;73.11;73
6825008001;tambov;46.21;46
5322005595;novgorod;47.43;47
3702246850;ivanovo;46.41;46
5835085081;penza;71.20.80;71
4824018846;lipetzk;71.20.50;71
4501226648;kurgan;46.69;46
2460125362;krasnoyarsk;94.99.20;94
7720613388;moscow reg.;24.20;24
3525234935;vologda;43.99;43
8300005396;nenets ao;41.20;41
1103047041;komi;69.10;69
3811120953;irkutsk;25.10;25
9108008114;crimea;01.21;01
2450030591;krasnoyarsk;52.21.24;52
0303007870;buryatia;01.50;01
4101147582;kamchatka;42.11;42
6829063814;tambov;70.22;70
1000007752;karelia;62.09;62
9102183582;crimea;69.10;69
2540069956;primorsky terr.;43.29;43
5300006362;novgorod;70.22;70
5803026421;penza;25.11;25
3018011182;astrakhan;01.25.10;01
7804070201;sankt-petersburg;41.20;41
9309008918;donetsk;25.62;25
9717146521;moscow city;46.73;46
4105021245;kamchatka;94.99;94
6025015095;pskov;52.21.24;52
5040190572;moscow reg.;46.41;46
7702795015;ulyanovsk;62.01;62
4101098744;kamchatka;42.22;42
6153021778;rostov;01.11.10;01
4632167330;kursk;62;62
7901995675;jewish ao;94.99;94
5720023811;oryol;73.11;73
2623033470;stavropol;52.21.23;52
2463131526;krasnoyarsk;45.11;45
9703147973;moscow city;70.22;70
7801517393;sankt-petersburg;46.49.30;46
3664251039;voronezh;52.29;52
1300005844;mordovia;73.11;73
6230125252;ryazan;41.20;41
7727388188;moscow city;62.01;62
2801249699;amur;71.12.30;71
7103510824;tula;25.11;25
7801337055;sankt-petersburg;43.22;43
3025012275;astrakhan;68.20;68
7727279710;moscow city;93.12;93
5402068960;novosibirsk;86.21;86
0571021238;dagestan;42.91;42
6712006532;smolensk;68.31.12;68
6450090735;saratov;69.10;69
6321431257;samara;25.11;25
3700022510;ivanovo;56.10;56
7811433093;sankt-petersburg;73.20.10;73
2536034414;primorsky terr.;81.29.10;81
3906384859;kaliningrad;42.11;42
2125003272;chuvashia;68.32;68
7203462370;tyumen;46.16;46
6829148730;tambov;68.20;68
6829109924;tambov;62.09;62
1000016411;karelia;62.01;62
2901123805;arkhangelsk;43.11;43
1703000430;tuva;49.41;49
9722051089;moscow city;33.12;33
1650393343;tatarstan;45.31;45
5408019769;novosibirsk;93.19;93
0572001763;dagestan;41.20;41
6163154664;rostov;69.10;69
3103000914;belgorod;01.11.10;01
0570004938;dagestan;62.09;62
6451019051;saratov;46.73;46
1400026502;yakutia;01.29;01
1513079216;north ossetia;49.41;49
2312260142;krasnodar;82.99;82
2373980211;krasnodar;84.24;84
5503063447;omsk;68.32.10;68
7610129784;yaroslavl;79.11;79
4341015861;kirov;52.21.24;52
7604304999;yaroslavl;93.29.90;93
4900016603;magadan;41.20;41
2312104337;krasnodar;01.25;01
7901529427;jewish ao;47.11;47
5259152049;nizhni novgorod;46.73.20;46
6165158336;rostov;46.60;46
6454123621;saratov;62.01;62
6450107072;saratov;93.19;93
6832000317;tambov;71.12.10;71
7130027790;tula;52.21.24;52
2464257024;krasnoyarsk;42.21;42
4707048004;leningrad;41.20;41
2222854078;sankt-petersburg;41.20;41
6658562384;sverdlovsk;69.10;69
2015999318;chechnya;94.99;94
5916035071;perm;25.11;25
2130018595;chuvashia;81.30;81
3435140129;volgograd;49.42;49
0276940900;bashkortostan;71.12;71
7017173149;tomsk;73.11;73
0912001509;karachaevo-chercessia;41.20;41
7105508838;tula;22.23;22
7627034160;yaroslavl;56.10;56
7714460711;moscow city;42.21;42
2232011133;altai rep.;93.11;93
2901203088;arkhangelsk;46.90;46
9408006277;luhansk;43.13;43
2462068840;krasnoyarsk;93.29.90;93
2311332147;krasnodar;45.31;45
9110027594;crimea;68.32.20;68
1655387390;tatarstan;41.20;41
4401104678;kostroma;71.11;71
6732191298;smolensk;43.32;43
3619011525;voronezh;68.32;68
6679173420;sverdlovsk;82.99;82
5407251906;novosibirsk;69.20;69
3257086037;bryansk;70.22;70
4632209702;kursk;70.22;70
0326544824;buryatia;49.41;49
0323397530;buryatia;62.01;62
7805785587;sankt-petersburg;69.10;69
3664082180;voronezh;70.22;70
7813187950;sankt-petersburg;68.10;68
7204159056;tyumen;42.11;42
5254495081;nizhni novgorod;49.41;49
4025455920;kaluga;70.22;70
2207011059;altai terr.;68.32.20;68
3915010835;kaliningrad;68.32.20;68
2207000667;altai terr.;56.29;56
7751280700;moscow city;45.31;45
5903098589;perm;69;69
9709004587;moscow city;41.20;41
5752082062;oryol;71.20;71
5501219748;omsk;45.11.20;45
5252024383;nizhni novgorod;33.12;33
2343013457;krasnodar;68.20.20;68
7447313616;chelyabinsk;25.11;25
1101460214;komi;01.42;01
7017491663;tomsk;72.19;72
1800015015;udmurtia;25.62;25
6321183702;samara;86.23;86
2824004991;amur;01.11.20;01
2308188655;krasnodar;73.10;73
6501180620;sakhalin;73.11;73
7024044031;tomsk;01.49;01
9200019206;sevastopol;49.41;49
0300016361;buryatia;49.42;49
7731298018;moscow city;41.20;41
4101138041;kamchatka;69;69
1902029761;khakasia;01.45;01
3702040377;ivanovo;73.20.10;73
7719864242;tula;47.99;47
2700033622;khabarovsk;25.11;25
4025450320;kaluga;93.19;93
5612045173;orenburg;86.23;86
3257054733;bryansk;86.23;86
1103044548;komi;23.61;23
2224187694;altai terr.;47.19;47
1660252158;tatarstan;93.19;93
4400016877;kostroma;45.20;45
5837051610;penza;45.11.20;45
1700001516;tuva;46.31;46
6952320887;tver;56.10;56
7017485204;tomsk;25.99;25
1616017660;tatarstan;41.20;41
8602310251;khanty-mansijsk;68.32;68
3700016509;ivanovo;71.11;71
7810273961;sankt-petersburg;43.31;43
7725625161;moscow city;59.14;59
5902063343;perm;62.01;62
5321206348;novgorod;47.52.70;47
6606022300;sverdlovsk;52.21.24;52
9728099337;moscow city;33.13;33
9703166285;moscow city;64.19;64
0800013506;kalmykia;56.10;56
6164140914;rostov;56.10;56
6320035540;samara;41.20;41
7729763564;moscow city;47.64;47
7816252679;sankt-petersburg;90;90
7448225987;chelyabinsk;70.22;70
2462077435;krasnoyarsk;41.20;41
4205422882;kemerovo;93.19;93
4826081321;lipetzk;49.41;49
7300028313;ulyanovsk;86.90;86
6671109102;nenets ao;68.20;68
6204003346;ryazan;42.11;42
5018205375;moscow reg.;47.19;47
4900011771;magadan;52.22.11;52
2015009578;chechnya;41.20;41
2004002740;chechnya;42.11;42
9204574458;sevastopol;56.10;56
6207004250;ryazan;86.23;86
3528086795;vologda;52.21.24;52
2301072228;krasnodar;86;86
6165111634;rostov;47.65;47
2808021485;amur;47.50;47
6950223221;tver;94.99;94
9204008004;sevastopol;69.10;69
7804595368;sankt-petersburg;43.99;43
1901145571;khakasia;86.90.90;86
1701013948;tuva;52.21.24;52
9201514443;sevastopol;70.10.10;70
2130099940;chuvashia;62.09;62
0269046957;bashkortostan;93.12;93
9110000698;crimea;93.11;93
2463225460;krasnoyarsk;71.11;71
7456038620;chelyabinsk;73.11;73
2338980064;krasnodar;84.24;84
0800006749;kalmykia;47.91;47
4400004663;kostroma;93.19;93
7701169745;moscow city;94.99;94
5410099433;novosibirsk;41.20;41
0326482945;buryatia;68.32;68
6441005123;saratov;68.32.10;68
3100010230;belgorod;93.19;93
6312212386;samara;49.42;49
6652032782;sverdlovsk;68.32;68
5445021854;novosibirsk;56.10;56
4205398252;kemerovo;56.30;56
4339001082;kirov;52.21.24;52
6027175552;pskov;73.11;73
5902150317;perm;85.41.91;85
4101098960;kamchatka;43.99.70;43
5902103204;perm;46.11;46
5075040793;moscow reg.;01.13;01
3662285762;voronezh;46.90;46
1103037156;komi;86.10;86
6228024680;ryazan;69.20.10;69
0900007658;karachaevo-chercessia;42.11;42
1900004602;khakasia;64.99;64
0725028684;kabardino-balkaria;71.12.70;71
3662168360;voronezh;41.20;41
0725031038;kabardino-balkaria;42.11;42
3321029494;vladimir;70.22;70
5501269361;omsk;73.11;73
2807004991;amur;70.22;70
9500000140;kherson;47.11;47
9406003136;luhansk;43.29;43
5017132565;moscow reg.;47.91.20;47
2457076475;krasnoyarsk;52.21.24;52
3525337793;vologda;41.20;41
4401190571;kostroma;62.01;62
6686156835;sverdlovsk;46.69;46
0816014720;kalmykia;43.20;43
7107546645;tula;47.99;47
0411145651;altai rep.;68.32.10;68
9724066267;moscow city;85.42;85
4706058345;leningrad;25.11;25
5321140993;novgorod;43.21;43
5501043572;omsk;52.21.24;52
3616009253;voronezh;49.31;49
2538060674;primorsky terr.;01.50;01
3901003877;kaliningrad;93.10;93
0411138559;altai rep.;43.12;43
0308005611;buryatia;01.62;01
6509023210;sakhalin;70.22;70
7814841622;sankt-petersburg;43.29;43
8910004298;yamal-nenets ao;01.49.40;01
6161080463;rostov;49.42;49
1420002041;yakutia;71.12.80;71
2225132793;altai terr.;47.25;47
1435338510;yakutia;73.11;73
7709895259;moscow city;52.29;52
9724113460;moscow city;73.11;73
2801117580;amur;52.29;52
6952319169;tver;71.20;71
4802004751;lipetzk;46.49;46
7729449654;moscow city;73.11;73
2502061219;primorsky terr.;56.10.10;56
5903028729;perm;70.22;70
3666269754;voronezh;46.77;46
6319258615;samara;93.29.90;93
1326209970;mordovia;47.52.79;47
7806222361;sankt-petersburg;46.63;46
3812522775;irkutsk;86.90.10;86
7900004515;jewish ao;52.24;52
2124007620;chuvashia;52.21.24;52
5193403429;murmansk;62.09;62
3702550593;ivanovo;70.10.10;70
6324072670;samara;70.22;70
4011028083;kaluga;42.11;42
3257080187;bryansk;62.02;62
7017493910;tomsk;62.01;62
7451297212;chelyabinsk;49.40;49
6732057260;smolensk;70.22;70
7715902120;moscow reg.;41.20;41
7105049292;tula;93.29;93
7807264438;sankt-petersburg;62.01;62
4028043298;kaluga;41.20;41
4024010220;kaluga;71.10;71
2901179830;arkhangelsk;47.20;47
7900003790;jewish ao;43.32;43
6230055742;ryazan;93.19;93
1833038307;udmurtia;47.11;47
5029269772;moscow reg.;46.75;46
5028029584;moscow reg.;69.20;69
2124007595;chuvashia;52.21.24;52
7743403387;moscow city;73.11;73
1435345764;yakutia;49.41;49
1000017447;karelia;46.73.60;46
4705115872;leningrad;56.10;56
6658535895;sverdlovsk;69.20;69
7422048451;chelyabinsk;73.11;73
4824001546;lipetzk;86.21;86
8911033421;yamal-nenets ao;49.41.10;49
6163136224;rostov;80.10;80
4401060967;kostroma;52.21.24;52
7701905681;moscow city;73.11;73
0571024119;dagestan;47.11.30;47
5236006330;nizhni novgorod;69;69
6109007238;rostov;11.07;11
5404427566;novosibirsk;43.21;43
4345377171;kirov;49.40;49
0600007590;ingushetia;71.20.50;71
1513043629;north ossetia;46.73;46
0571019711;dagestan;69.20;69
7107102625;tula;71.20.90;71
7100033980;tula;56.10;56
0917040371;karachaevo-chercessia;94.99;94
7455035578;chelyabinsk;69.20;69
9102064218;crimea;93.29;93
8705001696;chukotka;47.11;47
2801267458;amur;45.31;45
2614022225;stavropol;86.21;86
3250900105;bryansk;93.19;93
6501314513;sakhalin;70.22;70
9309028632;donetsk;94.99;94
4824032431;lipetzk;46.36.20;46
5902046884;perm;69.20;69
1831203690;udmurtia;46.61;46
2902089515;arkhangelsk;56.10.10;56
6154164169;rostov;46.73;46
8904023790;yamal-nenets ao;52.21.24;52
4101169794;primorsky terr.;62.09;62
2631037140;stavropol;25.93;25
3702690304;ivanovo;62.01;62
2635259384;stavropol;43.33;43
6318060644;samara;70.22;70
5904147863;perm;69.10;69
2722045220;khabarovsk;56.29;56
1701064445;tuva;41.20;41
1400017829;yakutia;70.21;70
9704171175;moscow city;68.20;68
6376028061;samara;56.10.10;56
7802684809;sankt-petersburg;46.38;46
3000014256;astrakhan;49.41;49
0309990836;buryatia;43.12;43
7813579122;sankt-petersburg;46.90;46
2626049895;stavropol;86.90.90;86
7604159974;yaroslavl;52.29;52
6229094031;ryazan;45.32.20;45
2463113527;krasnoyarsk;94.99;94
6324109506;samara;45.20;45
1101069272;komi;71.11;71
2124034246;chuvashia;41.20;41
4345117310;kirov;49.30;49
3507007320;vologda;01.25.10;01
2538089271;primorsky terr.;52.21.24;52
0326588211;buryatia;73.20;73
5501237137;omsk;41.20;41
8602233293;khanty-mansijsk;86.21;86
7722385458;moscow city;41.20;41
6682014300;sverdlovsk;47.11;47
6013008093;pskov;01.41;01
3808206061;irkutsk;56.10;56
1434008212;yakutia;25.73;25
3447010815;volgograd;47.25.10;47
1516619822;north ossetia;62.01;62
3812538535;irkutsk;46.90;46
0100003990;adygeya;41.20;41
7720476325;irkutsk;42.12;42
2901167457;arkhangelsk;46.73;46
2014020628;chechnya;73.20;73
6166067032;rostov;56.10;56
3906349484;kaliningrad;70.22;70
0400024398;altai rep.;71.12;71
2116002226;chuvashia;49.40;49
3525277801;vologda;25.10;25
4501187861;kurgan;42.21;42
6454117307;saratov;86.10;86
9108005530;crimea;68.32;68
6670994528;sverdlovsk;70.22;70
1841040204;udmurtia;52.29;52
4343001857;kirov;52.21.24;52
0300009942;buryatia;25.11;25
4401125477;kostroma;25.10;25
9102188453;crimea;46.69.50;46
7703273212;moscow city;68.20.20;68
1105025766;komi;42.21;42
7448201048;kurgan;71.12.20;71
5902171910;perm;66.22;66
4632121600;kursk;43.30;43
1901134700;khakasia;71.20.10;71
9102067314;crimea;68.32;68
2635231558;stavropol;46.37;46
7805197257;sankt-petersburg;68.20.20;68
5248045870;nizhni novgorod;25.21;25
7100012965;tula;70.22;70
4101190700;kamchatka;94.99;94
2100017749;chuvashia;70.22;70
7811720242;sankt-petersburg;96.01;96
0273097030;bashkortostan;41.20;41
5505217692;omsk;46.37;46
0257005586;bashkortostan;43.21;43
9703149829;moscow city;64.99;64
2002005368;chechnya;86.90;86
4100041664;kamchatka;56.10.10;56
7017069067;tomsk;41.20;41
6215035212;ryazan;01.11;01
5256139378;nizhni novgorod;70.10.10;70
6500013961;sakhalin;42.21;42
8904069000;yamal-nenets ao;43.29;43
0800003667;kalmykia;69.20;69
2308288850;krasnodar;41.20;41
2466266521;krasnoyarsk;25.50;25
0253019997;bashkortostan;62.02;62
0721003047;kabardino-balkaria;94.92;94
2364005961;krasnodar;56.10.10;56
6658559208;sverdlovsk;43.99;43
1712005427;tuva;46.32.10;46
5408301490;novosibirsk;25.12;25
1001030320;karelia;52.21.24;52
9705076830;moscow city;70.22;70
0500015380;dagestan;42.21;42
3102046070;belgorod;96.02;96
2360012492;krasnodar;47.73;47
5933011786;perm;56.10;56
2308253135;krasnodar;69.10;69
2116003300;chuvashia;45.20;45
2634101860;stavropol;52.29;52
1326232471;mordovia;69.10;69
0512012680;dagestan;94.99;94
5048058576;moscow reg.;69.20;69
6021005882;pskov;46.49.33;46
1627002337;tatarstan;94.99;94
9002008033;zaporizhzhia;49.41;49
4345511123;kirov;93.29.20;93
9703003403;moscow city;70.22;70
6167138222;rostov;46.73;46
0300026962;buryatia;52.21.24;52
7203387187;tyumen;70.22;70
0529908587;dagestan;47.29.30;47
5904008757;perm;70.22;70
7724211288;moscow city;47.73;47
5018041575;moscow reg.;42.12;42
3257075162;bryansk;01.30;01
4317005005;kirov;01.11.10;01
4705093308;leningrad;46.90;46
7017448403;tomsk;56.30;56
4217186862;kemerovo;25.11;25
5409012822;novosibirsk;73.11;73
7727839352;moscow city;41.20;41
3255048879;bryansk;93.10;93
0534030604;dagestan;01.10;01
3460081050;volgograd;47.77.20;47
2224133152;altai terr.;01.10;01
7900005653;jewish ao;41.20;41
7727488993;moscow city;49.41;49
4825129066;lipetzk;41.20;41
2303025390;krasnodar;47.19;47
9714005089;moscow city;47.59;47
7118506757;tula;41.20;41
0276921094;bashkortostan;42.11;42
7326034135;ulyanovsk;94.99;94
1656029301;tatarstan;68.32.10;68
7813677955;sankt-petersburg;85.41.10;85
7439000881;chelyabinsk;01.11.10;01
2224152363;altai terr.;42.21;42
5028107786;moscow reg.;01.60;01
5820003914;penza;01.13.10;01
1701057261;tuva;41.20;41
2463082974;krasnoyarsk;47.11;47
3428983047;volgograd;68.32.20;68
2543065614;primorsky terr.;41.20;41
4100045080;kamchatka;79.11;79
5321151226;novgorod;52.29;52
0268058702;bashkortostan;25.61;25
5911017390;perm;14.12;14
5835137519;penza;56.10;56
5017040988;moscow reg.;01.19;01
7813229390;sankt-petersburg;46.90;46
1660339063;tatarstan;73.11;73
2130006504;chuvashia;46.31;46
6950165393;tver;46.51;46
5507299073;omsk;46.52;46
8902013041;yamal-nenets ao;86.21;86
0708011987;kabardino-balkaria;86.23;86
2308267674;krasnodar;71.12.20;71
3602003727;voronezh;94.20;94
6501300119;sakhalin;46.37;46
7203155570;tyumen;47.43;47
4825073230;lipetzk;94.99;94
7721790647;moscow city;43.22;43
1001329343;karelia;69.20;69
9002017944;zaporizhzhia;41.20;41
5036139414;moscow reg.;43.99;43
5638081137;orenburg;88.10;88
5007120578;moscow reg.;46.90;46
3666271552;voronezh;62.03.10;62
3304000738;vladimir;68.20.20;68
1434042020;yakutia;68.32.10;68
2315228700;krasnodar;94.12;94
1500010009;north ossetia;62.02;62
2904021512;arkhangelsk;25.61;25
2014260274;chechnya;62.02;62
6330101826;samara;01.30;01
2724231197;khabarovsk;46.73;46
9404007470;luhansk;01.11;01
4345390655;kirov;43.21;43
0400011085;altai rep.;93.19;93
2310217127;krasnodar;71.12.20;71
7825444458;sankt-petersburg;52.21.10;52
4220039931;kemerovo;52.29;52
2465295671;krasnoyarsk;86.90;86
2005001019;chechnya;47.11;47
4524097572;kurgan;46.90;46
4632292186;kursk;47.19;47
6135007499;rostov;69.20;69
6453999303;saratov;70.22;70
7202194746;tyumen;69.20.10;69
4900013401;magadan;49.42;49
5258148339;nizhni novgorod;45.31;45
7717557729;moscow city;46.49.43;46
